PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Missing_Cabin,DeckNum,Missing_Age,members,Pclass Sex,Pclass Age,Pclass SibSp,Pclass Parch,Pclass Fare,Pclass Embarked,Pclass Missing_Cabin,Pclass DeckNum,Pclass Missing_Age,Pclass members,Sex Age,Sex SibSp,Sex Parch,Sex Fare,Sex Embarked,Sex Missing_Cabin,Sex DeckNum,Sex Missing_Age,Sex members,Age SibSp,Age Parch,Age Fare,Age Embarked,Age Missing_Cabin,Age DeckNum,Age Missing_Age,Age members,SibSp Parch,SibSp Fare,SibSp Embarked,SibSp Missing_Cabin,SibSp DeckNum,SibSp Missing_Age,SibSp members,Parch Fare,Parch Embarked,Parch Missing_Cabin,Parch DeckNum,Parch Missing_Age,Parch members,Fare Embarked,Fare Missing_Cabin,Fare DeckNum,Fare Missing_Age,Fare members,Embarked Missing_Cabin,Embarked DeckNum,Embarked Missing_Age,Embarked members,Missing_Cabin DeckNum,Missing_Cabin Missing_Age,Missing_Cabin members,DeckNum Missing_Age,DeckNum members,Missing_Age members,Survived
209,3.0,1.0,16.0,0.0,0.0,7.75,1.0,1.0,-1.0,0.0,1.0,3.0,48.0,0.0,0.0,23.25,3.0,3.0,-3.0,0.0,3.0,16.0,0.0,0.0,7.75,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,124.0,16.0,16.0,-16.0,0.0,16.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,7.75,7.75,-7.75,0.0,7.75,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
210,1.0,0.0,40.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
211,3.0,0.0,24.0,0.0,0.0,7.05,2.0,1.0,-1.0,0.0,1.0,0.0,72.0,0.0,0.0,21.15,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,169.2,48.0,24.0,-24.0,0.0,24.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,14.1,7.05,-7.05,0.0,7.05,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
212,2.0,1.0,35.0,0.0,0.0,21.0,2.0,1.0,-1.0,0.0,1.0,2.0,70.0,0.0,0.0,42.0,4.0,2.0,-2.0,0.0,2.0,35.0,0.0,0.0,21.0,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,735.0,70.0,35.0,-35.0,0.0,35.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,42.0,21.0,-21.0,0.0,21.0,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
213,3.0,0.0,22.0,0.0,0.0,7.25,2.0,1.0,-1.0,0.0,1.0,0.0,66.0,0.0,0.0,21.75,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,159.5,44.0,22.0,-22.0,0.0,22.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,14.5,7.25,-7.25,0.0,7.25,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
214,2.0,0.0,30.0,0.0,0.0,13.0,2.0,1.0,-1.0,0.0,1.0,0.0,60.0,0.0,0.0,26.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,390.0,60.0,30.0,-30.0,0.0,30.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,26.0,13.0,-13.0,0.0,13.0,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
215,3.0,0.0,-1.0,1.0,0.0,7.75,1.0,1.0,-1.0,1.0,1.0,0.0,-3.0,3.0,0.0,23.25,3.0,3.0,-3.0,3.0,3.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-1.0,-0.0,-7.75,-1.0,-1.0,1.0,-1.0,-1.0,0.0,7.75,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,7.75,7.75,-7.75,7.75,7.75,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
216,1.0,1.0,31.0,1.0,0.0,113.275,0.0,0.0,3.0,0.0,3.0,1.0,31.0,1.0,0.0,113.275,0.0,0.0,3.0,0.0,3.0,31.0,1.0,0.0,113.275,0.0,0.0,3.0,0.0,3.0,31.0,0.0,3511.525,0.0,0.0,93.0,0.0,93.0,0.0,113.275,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.82500000000005,0.0,339.82500000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1
217,3.0,1.0,27.0,0.0,0.0,7.925,2.0,1.0,-1.0,0.0,1.0,3.0,81.0,0.0,0.0,23.775,6.0,3.0,-3.0,0.0,3.0,27.0,0.0,0.0,7.925,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,213.975,54.0,27.0,-27.0,0.0,27.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.85,7.925,-7.925,0.0,7.925,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
218,2.0,0.0,42.0,1.0,0.0,27.0,2.0,1.0,-1.0,0.0,2.0,0.0,84.0,2.0,0.0,54.0,4.0,2.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,42.0,0.0,1134.0,84.0,42.0,-42.0,0.0,84.0,0.0,27.0,2.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0,54.0,27.0,-27.0,0.0,54.0,2.0,-2.0,0.0,4.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,0
219,1.0,1.0,32.0,0.0,0.0,76.2917,0.0,0.0,3.0,0.0,1.0,1.0,32.0,0.0,0.0,76.2917,0.0,0.0,3.0,0.0,1.0,32.0,0.0,0.0,76.2917,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2441.3344,0.0,0.0,96.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.87510000000003,0.0,76.2917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1
220,2.0,0.0,30.0,0.0,0.0,10.5,2.0,1.0,-1.0,0.0,1.0,0.0,60.0,0.0,0.0,21.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,315.0,60.0,30.0,-30.0,0.0,30.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,21.0,10.5,-10.5,0.0,10.5,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
221,3.0,0.0,16.0,0.0,0.0,8.05,2.0,1.0,-1.0,0.0,1.0,0.0,48.0,0.0,0.0,24.150000000000002,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,128.8,32.0,16.0,-16.0,0.0,16.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.1,8.05,-8.05,0.0,8.05,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
222,2.0,0.0,27.0,0.0,0.0,13.0,2.0,1.0,-1.0,0.0,1.0,0.0,54.0,0.0,0.0,26.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,351.0,54.0,27.0,-27.0,0.0,27.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,26.0,13.0,-13.0,0.0,13.0,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
223,3.0,0.0,51.0,0.0,0.0,8.05,2.0,1.0,-1.0,0.0,1.0,0.0,153.0,0.0,0.0,24.150000000000002,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,410.55,102.0,51.0,-51.0,0.0,51.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.1,8.05,-8.05,0.0,8.05,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
224,3.0,0.0,-1.0,0.0,0.0,7.8958,2.0,1.0,-1.0,1.0,1.0,0.0,-3.0,0.0,0.0,23.6874,6.0,3.0,-3.0,3.0,3.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7.8958,-2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.7916,7.8958,-7.8958,7.8958,7.8958,2.0,-2.0,2.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
225,1.0,0.0,38.0,1.0,0.0,90.0,2.0,0.0,2.0,0.0,2.0,0.0,38.0,1.0,0.0,90.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,3420.0,76.0,0.0,76.0,0.0,76.0,0.0,90.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,180.0,0.0,180.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1
226,3.0,0.0,22.0,0.0,0.0,9.35,2.0,1.0,-1.0,0.0,1.0,0.0,66.0,0.0,0.0,28.049999999999997,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,205.7,44.0,22.0,-22.0,0.0,22.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,18.7,9.35,-9.35,0.0,9.35,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
227,2.0,0.0,19.0,0.0,0.0,10.5,2.0,1.0,-1.0,0.0,1.0,0.0,38.0,0.0,0.0,21.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,199.5,38.0,19.0,-19.0,0.0,19.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,21.0,10.5,-10.5,0.0,10.5,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
228,3.0,0.0,20.5,0.0,0.0,7.25,2.0,1.0,-1.0,0.0,1.0,0.0,61.5,0.0,0.0,21.75,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,148.625,41.0,20.5,-20.5,0.0,20.5,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,14.5,7.25,-7.25,0.0,7.25,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
229,2.0,0.0,18.0,0.0,0.0,13.0,2.0,1.0,-1.0,0.0,1.0,0.0,36.0,0.0,0.0,26.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,234.0,36.0,18.0,-18.0,0.0,18.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,26.0,13.0,-13.0,0.0,13.0,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
230,3.0,1.0,-1.0,3.0,1.0,25.4667,2.0,1.0,-1.0,1.0,4.0,3.0,-3.0,9.0,3.0,76.4001,6.0,3.0,-3.0,3.0,12.0,-1.0,3.0,1.0,25.4667,2.0,1.0,-1.0,1.0,4.0,-3.0,-1.0,-25.4667,-2.0,-1.0,1.0,-1.0,-4.0,3.0,76.4001,6.0,3.0,-3.0,3.0,12.0,25.4667,2.0,1.0,-1.0,1.0,4.0,50.9334,25.4667,-25.4667,25.4667,101.8668,2.0,-2.0,2.0,8.0,-1.0,1.0,4.0,-1.0,-4.0,4.0,0
231,1.0,1.0,35.0,1.0,0.0,83.475,2.0,0.0,2.0,0.0,2.0,1.0,35.0,1.0,0.0,83.475,2.0,0.0,2.0,0.0,2.0,35.0,1.0,0.0,83.475,2.0,0.0,2.0,0.0,2.0,35.0,0.0,2921.625,70.0,0.0,70.0,0.0,70.0,0.0,83.475,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,166.95,0.0,166.95,0.0,166.95,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1
232,3.0,0.0,29.0,0.0,0.0,7.775,2.0,1.0,-1.0,0.0,1.0,0.0,87.0,0.0,0.0,23.325000000000003,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,225.47500000000002,58.0,29.0,-29.0,0.0,29.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.55,7.775,-7.775,0.0,7.775,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
233,2.0,0.0,59.0,0.0,0.0,13.5,2.0,1.0,-1.0,0.0,1.0,0.0,118.0,0.0,0.0,27.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,796.5,118.0,59.0,-59.0,0.0,59.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,27.0,13.5,-13.5,0.0,13.5,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
234,3.0,1.0,5.0,4.0,2.0,31.3875,2.0,1.0,-1.0,0.0,4.0,3.0,15.0,12.0,6.0,94.1625,6.0,3.0,-3.0,0.0,12.0,5.0,4.0,2.0,31.3875,2.0,1.0,-1.0,0.0,4.0,20.0,10.0,156.9375,10.0,5.0,-5.0,0.0,20.0,8.0,125.55,8.0,4.0,-4.0,0.0,16.0,62.775,4.0,2.0,-2.0,0.0,8.0,62.775,31.3875,-31.3875,0.0,125.55,2.0,-2.0,0.0,8.0,-1.0,0.0,4.0,-0.0,-4.0,0.0,1
235,2.0,0.0,24.0,0.0,0.0,10.5,2.0,1.0,-1.0,0.0,1.0,0.0,48.0,0.0,0.0,21.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,252.0,48.0,24.0,-24.0,0.0,24.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,21.0,10.5,-10.5,0.0,10.5,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
236,3.0,1.0,-1.0,0.0,0.0,7.55,2.0,1.0,-1.0,1.0,1.0,3.0,-3.0,0.0,0.0,22.65,6.0,3.0,-3.0,3.0,3.0,-1.0,0.0,0.0,7.55,2.0,1.0,-1.0,1.0,1.0,-0.0,-0.0,-7.55,-2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.1,7.55,-7.55,7.55,7.55,2.0,-2.0,2.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
237,2.0,0.0,44.0,1.0,0.0,26.0,2.0,1.0,-1.0,0.0,1.0,0.0,88.0,2.0,0.0,52.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,44.0,0.0,1144.0,88.0,44.0,-44.0,0.0,44.0,0.0,26.0,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,52.0,26.0,-26.0,0.0,26.0,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
238,2.0,1.0,8.0,0.0,2.0,26.25,2.0,1.0,-1.0,0.0,3.0,2.0,16.0,0.0,4.0,52.5,4.0,2.0,-2.0,0.0,6.0,8.0,0.0,2.0,26.25,2.0,1.0,-1.0,0.0,3.0,0.0,16.0,210.0,16.0,8.0,-8.0,0.0,24.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,52.5,4.0,2.0,-2.0,0.0,6.0,52.5,26.25,-26.25,0.0,78.75,2.0,-2.0,0.0,6.0,-1.0,0.0,3.0,-0.0,-3.0,0.0,1
239,2.0,0.0,19.0,0.0,0.0,10.5,2.0,1.0,-1.0,0.0,1.0,0.0,38.0,0.0,0.0,21.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,199.5,38.0,19.0,-19.0,0.0,19.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,21.0,10.5,-10.5,0.0,10.5,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
240,2.0,0.0,33.0,0.0,0.0,12.275,2.0,1.0,-1.0,0.0,1.0,0.0,66.0,0.0,0.0,24.55,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,405.075,66.0,33.0,-33.0,0.0,33.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,24.55,12.275,-12.275,0.0,12.275,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
241,3.0,1.0,-1.0,1.0,0.0,14.4542,0.0,1.0,-1.0,1.0,2.0,3.0,-3.0,3.0,0.0,43.3626,0.0,3.0,-3.0,3.0,6.0,-1.0,1.0,0.0,14.4542,0.0,1.0,-1.0,1.0,2.0,-1.0,-0.0,-14.4542,-0.0,-1.0,1.0,-1.0,-2.0,0.0,14.4542,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,14.4542,-14.4542,14.4542,28.9084,0.0,-0.0,0.0,0.0,-1.0,1.0,2.0,-1.0,-2.0,2.0,0
242,3.0,1.0,-1.0,1.0,0.0,15.5,1.0,1.0,-1.0,1.0,2.0,3.0,-3.0,3.0,0.0,46.5,3.0,3.0,-3.0,3.0,6.0,-1.0,1.0,0.0,15.5,1.0,1.0,-1.0,1.0,2.0,-1.0,-0.0,-15.5,-1.0,-1.0,1.0,-1.0,-2.0,0.0,15.5,1.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.5,15.5,-15.5,15.5,31.0,1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-2.0,2.0,1
243,2.0,0.0,29.0,0.0,0.0,10.5,2.0,1.0,-1.0,0.0,1.0,0.0,58.0,0.0,0.0,21.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,304.5,58.0,29.0,-29.0,0.0,29.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,21.0,10.5,-10.5,0.0,10.5,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
244,3.0,0.0,22.0,0.0,0.0,7.125,2.0,1.0,-1.0,0.0,1.0,0.0,66.0,0.0,0.0,21.375,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,156.75,44.0,22.0,-22.0,0.0,22.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,14.25,7.125,-7.125,0.0,7.125,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
245,3.0,0.0,30.0,0.0,0.0,7.225,0.0,1.0,-1.0,0.0,1.0,0.0,90.0,0.0,0.0,21.674999999999997,0.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,216.75,0.0,30.0,-30.0,0.0,30.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,7.225,-7.225,0.0,7.225,0.0,-0.0,0.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
246,1.0,0.0,44.0,2.0,0.0,90.0,1.0,0.0,2.0,0.0,2.0,0.0,44.0,2.0,0.0,90.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,3960.0,44.0,0.0,88.0,0.0,88.0,0.0,180.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,180.0,0.0,180.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0
247,3.0,1.0,25.0,0.0,0.0,7.775,2.0,1.0,-1.0,0.0,1.0,3.0,75.0,0.0,0.0,23.325000000000003,6.0,3.0,-3.0,0.0,3.0,25.0,0.0,0.0,7.775,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,194.375,50.0,25.0,-25.0,0.0,25.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.55,7.775,-7.775,0.0,7.775,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
248,2.0,1.0,24.0,0.0,2.0,14.5,2.0,1.0,-1.0,0.0,2.0,2.0,48.0,0.0,4.0,29.0,4.0,2.0,-2.0,0.0,4.0,24.0,0.0,2.0,14.5,2.0,1.0,-1.0,0.0,2.0,0.0,48.0,348.0,48.0,24.0,-24.0,0.0,48.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,29.0,4.0,2.0,-2.0,0.0,4.0,29.0,14.5,-14.5,0.0,29.0,2.0,-2.0,0.0,4.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,1
249,1.0,0.0,37.0,1.0,1.0,52.5542,2.0,0.0,3.0,0.0,2.0,0.0,37.0,1.0,1.0,52.5542,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,1944.5054,74.0,0.0,111.0,0.0,74.0,1.0,52.5542,2.0,0.0,3.0,0.0,2.0,52.5542,2.0,0.0,3.0,0.0,2.0,105.1084,0.0,157.6626,0.0,105.1084,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,1
250,2.0,0.0,54.0,1.0,0.0,26.0,2.0,1.0,-1.0,0.0,2.0,0.0,108.0,2.0,0.0,52.0,4.0,2.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,54.0,0.0,1404.0,108.0,54.0,-54.0,0.0,108.0,0.0,26.0,2.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0,52.0,26.0,-26.0,0.0,52.0,2.0,-2.0,0.0,4.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,0
251,3.0,0.0,-1.0,0.0,0.0,7.25,2.0,1.0,-1.0,1.0,1.0,0.0,-3.0,0.0,0.0,21.75,6.0,3.0,-3.0,3.0,3.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7.25,-2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,14.5,7.25,-7.25,7.25,7.25,2.0,-2.0,2.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
252,3.0,1.0,29.0,1.0,1.0,10.4625,2.0,0.0,6.0,0.0,2.0,3.0,87.0,3.0,3.0,31.387500000000003,6.0,0.0,18.0,0.0,6.0,29.0,1.0,1.0,10.4625,2.0,0.0,6.0,0.0,2.0,29.0,29.0,303.4125,58.0,0.0,174.0,0.0,58.0,1.0,10.4625,2.0,0.0,6.0,0.0,2.0,10.4625,2.0,0.0,6.0,0.0,2.0,20.925,0.0,62.775000000000006,0.0,20.925,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0
253,1.0,0.0,62.0,0.0,0.0,26.55,2.0,0.0,2.0,0.0,1.0,0.0,62.0,0.0,0.0,26.55,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646.1000000000001,124.0,0.0,124.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,0.0,53.1,0.0,26.55,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0
254,3.0,0.0,30.0,1.0,0.0,16.1,2.0,1.0,-1.0,0.0,2.0,0.0,90.0,3.0,0.0,48.300000000000004,6.0,3.0,-3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,30.0,0.0,483.00000000000006,60.0,30.0,-30.0,0.0,60.0,0.0,16.1,2.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0,32.2,16.1,-16.1,0.0,32.2,2.0,-2.0,0.0,4.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,0
255,3.0,1.0,41.0,0.0,2.0,20.2125,2.0,1.0,-1.0,0.0,2.0,3.0,123.0,0.0,6.0,60.637499999999996,6.0,3.0,-3.0,0.0,6.0,41.0,0.0,2.0,20.2125,2.0,1.0,-1.0,0.0,2.0,0.0,82.0,828.7125,82.0,41.0,-41.0,0.0,82.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,40.425,4.0,2.0,-2.0,0.0,4.0,40.425,20.2125,-20.2125,0.0,40.425,2.0,-2.0,0.0,4.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,0
