PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,DeckNum,members
475,0,3,1,22.0,0,0,9.8375,2,-1.0,1
476,0,1,0,-1.0,0,0,52.0,2,0.0,2
477,0,2,0,34.0,1,0,21.0,2,-1.0,2
478,0,3,0,29.0,1,0,7.0458,2,-1.0,1
479,0,3,0,22.0,0,0,7.5208,2,-1.0,1
480,1,3,1,2.0,0,1,12.2875,2,-1.0,1
481,0,3,0,9.0,5,2,46.9,2,-1.0,6
482,0,2,0,-1.0,0,0,0.0,2,-1.0,1
483,0,3,0,50.0,0,0,8.05,2,-1.0,1
484,1,3,1,63.0,0,0,9.5875,2,-1.0,1
485,1,1,0,25.0,1,0,91.0792,0,1.0,2
486,0,3,1,-1.0,3,1,25.4667,2,-1.0,4
487,1,1,1,35.0,1,0,90.0,2,2.0,2
488,0,1,0,58.0,0,0,29.7,0,1.0,1
489,0,3,0,30.0,0,0,8.05,2,-1.0,1
490,1,3,0,9.0,1,1,15.9,2,-1.0,2
491,0,3,0,-1.0,1,0,19.9667,2,-1.0,1
492,0,3,0,21.0,0,0,7.25,2,-1.0,1
493,0,1,0,55.0,0,0,30.5,2,2.0,1
494,0,1,0,71.0,0,0,49.5042,0,-1.0,1
495,0,3,0,21.0,0,0,8.05,2,-1.0,1
496,0,3,0,-1.0,0,0,14.4583,0,-1.0,2
497,1,1,1,54.0,1,0,78.2667,0,3.0,2
498,0,3,0,-1.0,0,0,15.1,2,-1.0,1
499,0,1,1,25.0,1,2,151.55,2,2.0,4
500,0,3,0,24.0,0,0,7.7958,2,-1.0,1
501,0,3,0,17.0,0,0,8.6625,2,-1.0,1
502,0,3,1,21.0,0,0,7.75,1,-1.0,1
503,0,3,1,-1.0,0,0,7.6292,1,-1.0,1
504,0,3,1,37.0,0,0,9.5875,2,-1.0,1
505,1,1,1,16.0,0,0,86.5,2,1.0,3
506,0,1,0,18.0,1,0,108.9,0,2.0,2
507,1,2,1,33.0,0,2,26.0,2,-1.0,2
508,1,1,0,-1.0,0,0,26.55,2,-1.0,1
509,0,3,0,28.0,0,0,22.525,2,-1.0,1
510,1,3,0,26.0,0,0,56.4958,2,-1.0,7
511,1,3,0,29.0,0,0,7.75,1,-1.0,1
512,0,3,0,-1.0,0,0,8.05,2,-1.0,1
513,1,1,0,36.0,0,0,26.2875,2,4.0,1
514,1,1,1,54.0,1,0,59.4,0,-1.0,1
515,0,3,0,24.0,0,0,7.4958,2,-1.0,1
516,0,1,0,47.0,0,0,34.0208,2,3.0,1
517,1,2,1,34.0,0,0,10.5,2,5.0,1
518,0,3,0,-1.0,0,0,24.15,1,-1.0,3
519,1,2,1,36.0,1,0,26.0,2,-1.0,1
520,0,3,0,32.0,0,0,7.8958,2,-1.0,1
521,1,1,1,30.0,0,0,93.5,2,1.0,2
522,0,3,0,22.0,0,0,7.8958,2,-1.0,1
523,0,3,0,-1.0,0,0,7.225,0,-1.0,1
524,1,1,1,44.0,0,1,57.9792,0,1.0,2
525,0,3,0,-1.0,0,0,7.2292,0,-1.0,1
526,0,3,0,40.5,0,0,7.75,1,-1.0,1
527,1,2,1,50.0,0,0,10.5,2,-1.0,1
528,0,1,0,-1.0,0,0,221.7792,2,2.0,1
529,0,3,0,39.0,0,0,7.925,2,-1.0,1
530,0,2,0,23.0,2,1,11.5,2,-1.0,1
531,1,2,1,2.0,1,1,26.0,2,-1.0,2
532,0,3,0,-1.0,0,0,7.2292,0,-1.0,1
533,0,3,0,17.0,1,1,7.2292,0,-1.0,1
534,1,3,1,-1.0,0,2,22.3583,0,-1.0,2
535,0,3,1,30.0,0,0,8.6625,2,-1.0,1
536,1,2,1,7.0,0,2,26.25,2,-1.0,3
537,0,1,0,45.0,0,0,26.55,2,1.0,1
538,1,1,1,30.0,0,0,106.425,0,-1.0,2
539,0,3,0,-1.0,0,0,14.5,2,-1.0,1
540,1,1,1,22.0,0,2,49.5,0,1.0,1
541,1,1,1,36.0,0,2,71.0,2,1.0,2
542,0,3,1,9.0,4,2,31.275,2,-1.0,7
543,0,3,1,11.0,4,2,31.275,2,-1.0,7
544,1,2,0,32.0,1,0,26.0,2,-1.0,2
545,0,1,0,50.0,1,0,106.425,0,2.0,2
546,0,1,0,64.0,0,0,26.0,2,-1.0,1
547,1,2,1,19.0,1,0,26.0,2,-1.0,2
548,1,2,0,-1.0,0,0,13.8625,0,-1.0,1
549,0,3,0,33.0,1,1,20.525,2,-1.0,3
550,1,2,0,8.0,1,1,36.75,2,-1.0,2
551,1,1,0,17.0,0,2,110.8833,0,2.0,4
552,0,2,0,27.0,0,0,26.0,2,-1.0,1
553,0,3,0,-1.0,0,0,7.8292,1,-1.0,1
554,1,3,0,22.0,0,0,7.225,0,-1.0,1
555,1,3,1,22.0,0,0,7.775,2,-1.0,1
556,0,1,0,62.0,0,0,26.55,2,-1.0,1
557,1,1,1,48.0,1,0,39.6,0,0.0,1
558,0,1,0,-1.0,0,0,227.525,0,-1.0,4
559,1,1,1,39.0,1,1,79.65,2,4.0,3
560,1,3,1,36.0,1,0,17.4,2,-1.0,1
561,0,3,0,-1.0,0,0,7.75,1,-1.0,1
562,0,3,0,40.0,0,0,7.8958,2,-1.0,1
563,0,2,0,28.0,0,0,13.5,2,-1.0,1
564,0,3,0,-1.0,0,0,8.05,2,-1.0,1
565,0,3,1,-1.0,0,0,8.05,2,-1.0,1
566,0,3,0,24.0,2,0,24.15,2,-1.0,2
567,0,3,0,19.0,0,0,7.8958,2,-1.0,1
568,0,3,1,29.0,0,4,21.075,2,-1.0,4
569,0,3,0,-1.0,0,0,7.2292,0,-1.0,1
570,1,3,0,32.0,0,0,7.8542,2,-1.0,1
571,1,2,0,62.0,0,0,10.5,2,-1.0,1
572,1,1,1,53.0,2,0,51.4792,2,2.0,1
573,1,1,0,36.0,0,0,26.3875,2,4.0,1
574,1,3,1,-1.0,0,0,7.75,1,-1.0,1
575,0,3,0,16.0,0,0,8.05,2,-1.0,1
576,0,3,0,19.0,0,0,14.5,2,-1.0,2
577,1,2,1,34.0,0,0,13.0,2,-1.0,1
578,1,1,1,39.0,1,0,55.9,2,4.0,2
579,0,3,1,-1.0,1,0,14.4583,0,-1.0,1
580,1,3,0,32.0,0,0,7.925,2,-1.0,1
581,1,2,1,25.0,1,1,30.0,2,-1.0,1
582,1,1,1,39.0,1,1,110.8833,0,2.0,4
583,0,2,0,54.0,0,0,26.0,2,-1.0,2
584,0,1,0,36.0,0,0,40.125,0,0.0,1
585,0,3,0,-1.0,0,0,8.7125,0,-1.0,1
586,1,1,1,18.0,0,2,79.65,2,4.0,3
587,0,2,0,47.0,0,0,15.0,2,-1.0,1
588,1,1,0,60.0,1,1,79.2,0,1.0,1
589,0,3,0,22.0,0,0,8.05,2,-1.0,1
590,0,3,0,-1.0,0,0,8.05,2,-1.0,1
591,0,3,0,35.0,0,0,7.125,2,-1.0,1
592,1,1,1,52.0,1,0,78.2667,0,3.0,2
593,0,3,0,47.0,0,0,7.25,2,-1.0,1
594,0,3,1,-1.0,0,2,7.75,1,-1.0,1
595,0,2,0,37.0,1,0,26.0,2,-1.0,1
596,0,3,0,36.0,1,1,24.15,2,-1.0,3
597,1,2,1,-1.0,0,0,33.0,2,-1.0,3
598,0,3,0,49.0,0,0,0.0,2,-1.0,4
599,0,3,0,-1.0,0,0,7.225,0,-1.0,1
600,1,1,0,49.0,1,0,56.9292,0,0.0,2
601,1,2,1,24.0,2,1,27.0,2,-1.0,2
602,0,3,0,-1.0,0,0,7.8958,2,-1.0,1
603,0,1,0,-1.0,0,0,42.4,2,-1.0,1
604,0,3,0,44.0,0,0,8.05,2,-1.0,1
605,1,1,0,35.0,0,0,26.55,0,-1.0,1
606,0,3,0,36.0,1,0,15.55,2,-1.0,1
607,0,3,0,30.0,0,0,7.8958,2,-1.0,1
608,1,1,0,27.0,0,0,30.5,2,-1.0,1
609,1,2,1,22.0,1,2,41.5792,0,-1.0,3
610,1,1,1,40.0,0,0,153.4625,2,2.0,3
611,0,3,1,39.0,1,5,31.275,2,-1.0,7
612,0,3,0,-1.0,0,0,7.05,2,-1.0,1
613,1,3,1,-1.0,1,0,15.5,1,-1.0,2
614,0,3,0,-1.0,0,0,7.75,1,-1.0,1
615,0,3,0,35.0,0,0,8.05,2,-1.0,1
616,1,2,1,24.0,1,2,65.0,2,-1.0,2
617,0,3,0,34.0,1,1,14.4,2,-1.0,2
618,0,3,1,26.0,1,0,16.1,2,-1.0,2
619,1,2,1,4.0,2,1,39.0,2,5.0,2
620,0,2,0,26.0,0,0,10.5,2,-1.0,1
621,0,3,0,27.0,1,0,14.4542,0,-1.0,2
622,1,1,0,42.0,1,0,52.5542,2,3.0,1
623,1,3,0,20.0,1,1,15.7417,0,-1.0,2
624,0,3,0,21.0,0,0,7.8542,2,-1.0,1
625,0,3,0,21.0,0,0,16.1,2,-1.0,2
626,0,1,0,61.0,0,0,32.3208,2,3.0,1
627,0,2,0,57.0,0,0,12.35,1,-1.0,1
628,1,1,1,21.0,0,0,77.9583,2,3.0,3
629,0,3,0,26.0,0,0,7.8958,2,-1.0,1
630,0,3,0,-1.0,0,0,7.7333,1,-1.0,1
631,1,1,0,80.0,0,0,30.0,2,0.0,1
632,0,3,0,51.0,0,0,7.0542,2,-1.0,1
633,1,1,0,32.0,0,0,30.5,0,1.0,1
634,0,1,0,-1.0,0,0,0.0,2,-1.0,1
635,0,3,1,9.0,3,2,27.9,2,-1.0,6
636,1,2,1,28.0,0,0,13.0,2,-1.0,1
637,0,3,0,32.0,0,0,7.925,2,-1.0,1
638,0,2,0,31.0,1,1,26.25,2,-1.0,3
639,0,3,1,41.0,0,5,39.6875,2,-1.0,6
640,0,3,0,-1.0,1,0,16.1,2,-1.0,2
641,0,3,0,20.0,0,0,7.8542,2,-1.0,1
642,1,1,1,24.0,0,0,69.3,0,1.0,2
643,0,3,1,2.0,3,2,27.9,2,-1.0,6
644,1,3,0,-1.0,0,0,56.4958,2,-1.0,7
645,1,3,1,0.75,2,1,19.2583,0,-1.0,4
646,1,1,0,48.0,1,0,76.7292,0,3.0,3
647,0,3,0,19.0,0,0,7.8958,2,-1.0,1
648,1,1,0,56.0,0,0,35.5,0,0.0,1
649,0,3,0,-1.0,0,0,7.55,2,-1.0,1
650,1,3,1,23.0,0,0,7.55,2,-1.0,1
651,0,3,0,-1.0,0,0,7.8958,2,-1.0,1
652,1,2,1,18.0,0,1,23.0,2,-1.0,2
653,0,3,0,21.0,0,0,8.4333,2,-1.0,1
654,1,3,1,-1.0,0,0,7.8292,1,-1.0,1
655,0,3,1,18.0,0,0,6.75,1,-1.0,1
656,0,2,0,24.0,2,0,73.5,2,-1.0,5
657,0,3,0,-1.0,0,0,7.8958,2,-1.0,1
658,0,3,1,32.0,1,1,15.5,1,-1.0,2
659,0,2,0,23.0,0,0,13.0,2,-1.0,1
660,0,1,0,58.0,0,2,113.275,0,3.0,3
661,1,1,0,50.0,2,0,133.65,2,-1.0,2
662,0,3,0,40.0,0,0,7.225,0,-1.0,1
663,0,1,0,47.0,0,0,25.5875,2,4.0,1
664,0,3,0,36.0,0,0,7.4958,2,-1.0,1
665,1,3,0,20.0,1,0,7.925,2,-1.0,1
666,0,2,0,32.0,2,0,73.5,2,-1.0,5
667,0,2,0,25.0,0,0,13.0,2,-1.0,1
668,0,3,0,-1.0,0,0,7.775,2,-1.0,1
669,0,3,0,43.0,0,0,8.05,2,-1.0,1
670,1,1,1,-1.0,1,0,52.0,2,2.0,2
671,1,2,1,40.0,1,1,39.0,2,-1.0,2
672,0,1,0,31.0,1,0,52.0,2,1.0,1
673,0,2,0,70.0,0,0,10.5,2,-1.0,1
674,1,2,0,31.0,0,0,13.0,2,-1.0,1
675,0,2,0,-1.0,0,0,0.0,2,-1.0,1
676,0,3,0,18.0,0,0,7.775,2,-1.0,1
677,0,3,0,24.5,0,0,8.05,2,-1.0,1
678,1,3,1,18.0,0,0,9.8417,2,-1.0,1
679,0,3,1,43.0,1,6,46.9,2,-1.0,6
680,1,1,0,36.0,0,1,512.3292,0,1.0,3
681,0,3,1,-1.0,0,0,8.1375,1,-1.0,1
682,1,1,0,27.0,0,0,76.7292,0,3.0,3
683,0,3,0,20.0,0,0,9.225,2,-1.0,1
684,0,3,0,14.0,5,2,46.9,2,-1.0,6
685,0,2,0,60.0,1,1,39.0,2,-1.0,2
686,0,2,0,25.0,1,2,41.5792,0,-1.0,3
687,0,3,0,14.0,4,1,39.6875,2,-1.0,6
688,0,3,0,19.0,0,0,10.1708,2,-1.0,1
689,0,3,0,18.0,0,0,7.7958,2,-1.0,1
690,1,1,1,15.0,0,1,211.3375,2,1.0,3
691,1,1,0,31.0,1,0,57.0,2,1.0,2
692,1,3,1,4.0,0,1,13.4167,0,-1.0,1
693,1,3,0,-1.0,0,0,56.4958,2,-1.0,7
694,0,3,0,25.0,0,0,7.225,0,-1.0,1
695,0,1,0,60.0,0,0,26.55,2,-1.0,1
696,0,2,0,52.0,0,0,13.5,2,-1.0,1
697,0,3,0,44.0,0,0,8.05,2,-1.0,1
698,1,3,1,-1.0,0,0,7.7333,1,-1.0,1
699,0,1,0,49.0,1,1,110.8833,0,2.0,4
700,0,3,0,42.0,0,0,7.65,2,5.0,1
701,1,1,1,18.0,1,0,227.525,0,2.0,4
702,1,1,0,35.0,0,0,26.2875,2,4.0,1
703,0,3,1,18.0,0,1,14.4542,0,-1.0,2
704,0,3,0,25.0,0,0,7.7417,1,-1.0,1
705,0,3,0,26.0,1,0,7.8542,2,-1.0,1
706,0,2,0,39.0,0,0,26.0,2,-1.0,2
707,1,2,1,45.0,0,0,13.5,2,-1.0,1
708,1,1,0,42.0,0,0,26.2875,2,4.0,1
709,1,1,1,22.0,0,0,151.55,2,-1.0,4
710,1,3,0,-1.0,1,1,15.2458,0,-1.0,2
711,1,1,1,24.0,0,0,49.5042,0,2.0,1
712,0,1,0,-1.0,0,0,26.55,2,2.0,1
713,1,1,0,48.0,1,0,52.0,2,2.0,2
714,0,3,0,29.0,0,0,9.4833,2,-1.0,1
715,0,2,0,52.0,0,0,13.0,2,-1.0,2
716,0,3,0,19.0,0,0,7.65,2,5.0,1
717,1,1,1,38.0,0,0,227.525,0,2.0,4
718,1,2,1,27.0,0,0,10.5,2,4.0,1
719,0,3,0,-1.0,0,0,15.5,1,-1.0,1
720,0,3,0,33.0,0,0,7.775,2,-1.0,1
721,1,2,1,6.0,0,1,33.0,2,-1.0,3
722,0,3,0,17.0,1,0,7.0542,2,-1.0,1
723,0,2,0,34.0,0,0,13.0,2,-1.0,1
724,0,2,0,50.0,0,0,13.0,2,-1.0,1
725,1,1,0,27.0,1,0,53.1,2,4.0,2
726,0,3,0,20.0,0,0,8.6625,2,-1.0,1
727,1,2,1,30.0,3,0,21.0,2,-1.0,2
728,1,3,1,-1.0,0,0,7.7375,1,-1.0,1
729,0,2,0,25.0,1,0,26.0,2,-1.0,1
730,0,3,1,25.0,1,0,7.925,2,-1.0,1
731,1,1,1,29.0,0,0,211.3375,2,1.0,3
732,0,3,0,11.0,0,0,18.7875,0,-1.0,2
733,0,2,0,-1.0,0,0,0.0,2,-1.0,1
734,0,2,0,23.0,0,0,13.0,2,-1.0,1
735,0,2,0,23.0,0,0,13.0,2,-1.0,1
736,0,3,0,28.5,0,0,16.1,2,-1.0,2
737,0,3,1,48.0,1,3,34.375,2,-1.0,4
738,1,1,0,35.0,0,0,512.3292,0,1.0,3
739,0,3,0,-1.0,0,0,7.8958,2,-1.0,1
740,0,3,0,-1.0,0,0,7.8958,2,-1.0,1
741,1,1,0,-1.0,0,0,30.0,2,3.0,1
742,0,1,0,36.0,1,0,78.85,2,2.0,2
743,1,1,1,21.0,2,2,262.375,0,1.0,2
744,0,3,0,24.0,1,0,16.1,2,-1.0,1
745,1,3,0,31.0,0,0,7.925,2,-1.0,1
746,0,1,0,70.0,1,1,71.0,2,1.0,2
747,0,3,0,16.0,1,1,20.25,2,-1.0,2
748,1,2,1,30.0,0,0,13.0,2,-1.0,1
749,0,1,0,19.0,1,0,53.1,2,3.0,1
750,0,3,0,31.0,0,0,7.75,1,-1.0,1
751,1,2,1,4.0,1,1,23.0,2,-1.0,1
752,1,3,0,6.0,0,1,12.475,2,4.0,2
753,0,3,0,33.0,0,0,9.5,2,-1.0,1
754,0,3,0,23.0,0,0,7.8958,2,-1.0,1
755,1,2,1,48.0,1,2,65.0,2,-1.0,2
756,1,2,0,0.67,1,1,14.5,2,-1.0,2
757,0,3,0,28.0,0,0,7.7958,2,-1.0,1
758,0,2,0,18.0,0,0,11.5,2,-1.0,1
759,0,3,0,34.0,0,0,8.05,2,-1.0,1
760,1,1,1,33.0,0,0,86.5,2,1.0,3
761,0,3,0,-1.0,0,0,14.5,2,-1.0,2
762,0,3,0,41.0,0,0,7.125,2,-1.0,1
763,1,3,0,20.0,0,0,7.2292,0,-1.0,1
764,1,1,1,36.0,1,2,120.0,2,1.0,4
765,0,3,0,16.0,0,0,7.775,2,-1.0,1
766,1,1,1,51.0,1,0,77.9583,2,3.0,3
767,0,1,0,-1.0,0,0,39.6,0,-1.0,1
768,0,3,1,30.5,0,0,7.75,1,-1.0,1
769,0,3,0,-1.0,1,0,24.15,1,-1.0,3
770,0,3,0,32.0,0,0,8.3625,2,-1.0,1
771,0,3,0,24.0,0,0,9.5,2,-1.0,1
772,0,3,0,48.0,0,0,7.8542,2,-1.0,1
773,0,2,1,57.0,0,0,10.5,2,4.0,2
774,0,3,0,-1.0,0,0,7.225,0,-1.0,1
775,1,2,1,54.0,1,3,23.0,2,-1.0,1
776,0,3,0,18.0,0,0,7.75,2,-1.0,1
777,0,3,0,-1.0,0,0,7.75,1,5.0,1
778,1,3,1,5.0,0,0,12.475,2,-1.0,2
779,0,3,0,-1.0,0,0,7.7375,1,-1.0,1
780,1,1,1,43.0,0,1,211.3375,2,1.0,3
781,1,3,1,13.0,0,0,7.2292,0,-1.0,1
782,1,1,1,17.0,1,0,57.0,2,1.0,2
783,0,1,0,29.0,0,0,30.0,2,3.0,1
784,0,3,0,-1.0,1,2,23.45,2,-1.0,2
785,0,3,0,25.0,0,0,7.05,2,-1.0,1
786,0,3,0,25.0,0,0,7.25,2,-1.0,1
787,1,3,1,18.0,0,0,7.4958,2,-1.0,1
788,0,3,0,8.0,4,1,29.125,1,-1.0,5
789,1,3,0,1.0,1,2,20.575,2,-1.0,2
790,0,1,0,46.0,0,0,79.2,0,1.0,2
791,0,3,0,-1.0,0,0,7.75,1,-1.0,1
792,0,2,0,16.0,0,0,26.0,2,-1.0,2
793,0,3,1,-1.0,8,2,69.55,2,-1.0,7
794,0,1,0,-1.0,0,0,30.6958,0,-1.0,1
795,0,3,0,25.0,0,0,7.8958,2,-1.0,1
796,0,2,0,39.0,0,0,13.0,2,-1.0,1
797,1,1,1,49.0,0,0,25.9292,2,3.0,1
798,1,3,1,31.0,0,0,8.6833,2,-1.0,1
799,0,3,0,30.0,0,0,7.2292,0,-1.0,1
800,0,3,1,30.0,1,1,24.15,2,-1.0,3
801,0,2,0,34.0,0,0,13.0,2,-1.0,2
802,1,2,1,31.0,1,1,26.25,2,-1.0,3
803,1,1,0,11.0,1,2,120.0,2,1.0,4
804,1,3,0,0.42,0,1,8.5167,0,-1.0,1
805,1,3,0,27.0,0,0,6.975,2,-1.0,1
806,0,3,0,31.0,0,0,7.775,2,-1.0,1
807,0,1,0,39.0,0,0,0.0,2,0.0,1
808,0,3,1,18.0,0,0,7.775,2,-1.0,1
809,0,2,0,39.0,0,0,13.0,2,-1.0,1
810,1,1,1,33.0,1,0,53.1,2,4.0,2
811,0,3,0,26.0,0,0,7.8875,2,-1.0,1
812,0,3,0,39.0,0,0,24.15,2,-1.0,2
813,0,2,0,35.0,0,0,10.5,2,-1.0,1
814,0,3,1,6.0,4,2,31.275,2,-1.0,7
815,0,3,0,30.5,0,0,8.05,2,-1.0,1
816,0,1,0,-1.0,0,0,0.0,2,1.0,1
817,0,3,1,23.0,0,0,7.925,2,-1.0,1
818,0,2,0,31.0,1,1,37.0042,0,-1.0,2
819,0,3,0,43.0,0,0,6.45,2,-1.0,1
820,0,3,0,10.0,3,2,27.9,2,-1.0,6
821,1,1,1,52.0,1,1,93.5,2,1.0,2
822,1,3,0,27.0,0,0,8.6625,2,-1.0,1
823,0,1,0,38.0,0,0,0.0,2,-1.0,1
824,1,3,1,27.0,0,1,12.475,2,4.0,2
825,0,3,0,2.0,4,1,39.6875,2,-1.0,6
826,0,3,0,-1.0,0,0,6.95,1,-1.0,1
827,0,3,0,-1.0,0,0,56.4958,2,-1.0,7
828,1,2,0,1.0,0,2,37.0042,0,-1.0,2
829,1,3,0,-1.0,0,0,7.75,1,-1.0,1
830,1,1,1,62.0,0,0,80.0,0,1.0,2
831,1,3,1,15.0,1,0,14.4542,0,-1.0,2
832,1,2,0,0.83,1,1,18.75,2,-1.0,3
833,0,3,0,-1.0,0,0,7.2292,0,-1.0,1
834,0,3,0,23.0,0,0,7.8542,2,-1.0,1
835,0,3,0,18.0,0,0,8.3,2,-1.0,1
836,1,1,1,39.0,1,1,83.1583,0,4.0,1
837,0,3,0,21.0,0,0,8.6625,2,-1.0,1
838,0,3,0,-1.0,0,0,8.05,2,-1.0,1
839,1,3,0,32.0,0,0,56.4958,2,-1.0,7
840,1,1,0,-1.0,0,0,29.7,0,2.0,1
841,0,3,0,20.0,0,0,7.925,2,-1.0,1
842,0,2,0,16.0,0,0,10.5,2,-1.0,2
843,1,1,1,30.0,0,0,31.0,0,-1.0,2
844,0,3,0,34.5,0,0,6.4375,0,-1.0,1
845,0,3,0,17.0,0,0,8.6625,2,-1.0,1
846,0,3,0,42.0,0,0,7.55,2,-1.0,1
847,0,3,0,-1.0,8,2,69.55,2,-1.0,7
848,0,3,0,35.0,0,0,7.8958,0,-1.0,1
849,0,2,0,28.0,0,1,33.0,2,-1.0,3
850,1,1,1,-1.0,1,0,89.1042,0,2.0,2
851,0,3,0,4.0,4,2,31.275,2,-1.0,7
852,0,3,0,74.0,0,0,7.775,2,-1.0,1
853,0,3,1,9.0,1,1,15.2458,0,-1.0,2
854,1,1,1,16.0,0,1,39.4,2,3.0,1
855,0,2,1,44.0,1,0,26.0,2,-1.0,2
856,1,3,1,18.0,0,1,9.35,2,-1.0,1
857,1,1,1,45.0,1,1,164.8667,2,-1.0,2
858,1,1,0,51.0,0,0,26.55,2,4.0,1
859,1,3,1,24.0,0,3,19.2583,0,-1.0,4
860,0,3,0,-1.0,0,0,7.2292,0,-1.0,1
861,0,3,0,41.0,2,0,14.1083,2,-1.0,1
862,0,2,0,21.0,1,0,11.5,2,-1.0,1
863,1,1,1,48.0,0,0,25.9292,2,3.0,1
864,0,3,1,-1.0,8,2,69.55,2,-1.0,7
865,0,2,0,24.0,0,0,13.0,2,-1.0,1
866,1,2,1,42.0,0,0,13.0,2,-1.0,1
867,1,2,1,27.0,1,0,13.8583,0,-1.0,1
868,0,1,0,31.0,0,0,50.4958,2,0.0,1
869,0,3,0,-1.0,0,0,9.5,2,-1.0,1
870,1,3,0,4.0,1,1,11.1333,2,-1.0,3
871,0,3,0,26.0,0,0,7.8958,2,-1.0,1
872,1,1,1,47.0,1,1,52.5542,2,3.0,2
873,0,1,0,33.0,0,0,5.0,2,1.0,1
874,0,3,0,47.0,0,0,9.0,2,-1.0,1
875,1,2,1,28.0,1,0,24.0,0,-1.0,2
876,1,3,1,15.0,0,0,7.225,0,-1.0,1
877,0,3,0,20.0,0,0,9.8458,2,-1.0,2
878,0,3,0,19.0,0,0,7.8958,2,-1.0,1
879,0,3,0,-1.0,0,0,7.8958,2,-1.0,1
880,1,1,1,56.0,0,1,83.1583,0,2.0,2
881,1,2,1,25.0,0,1,26.0,2,-1.0,2
882,0,3,0,33.0,0,0,7.8958,2,-1.0,1
883,0,3,1,22.0,0,0,10.5167,2,-1.0,1
884,0,2,0,28.0,0,0,10.5,2,-1.0,1
885,0,3,0,25.0,0,0,7.05,2,-1.0,1
886,0,3,1,39.0,0,5,29.125,1,-1.0,5
887,0,2,0,27.0,0,0,13.0,2,-1.0,1
888,1,1,1,19.0,0,0,30.0,2,1.0,1
889,0,3,1,-1.0,1,2,23.45,2,-1.0,2
890,1,1,0,26.0,0,0,30.0,0,2.0,1
891,0,3,0,32.0,0,0,7.75,1,-1.0,1
